KEGG	S8.4.Gut	S8.5.Gut	S8.2.Gut	S8.3.Gut	S9.80.Gut	S9.79.Gut	S9.77.Gut	S9.78.Gut	S9.76.Gut	S10.54.Gut	S10.55.Gut	S10.52.Gut	S10.53.Gut	S10.51.Gut	S11.104.Gut	S11.105.Gut	S11.101.Gut	S11.103.Gut	S11.102.Gut	S12.28.Gut	S12.26.Gut	S12.27.Gut	S12.29.Gut	S12.30.Gut	S13.83.Gut	S13.81.Gut	S13.85.Gut	S13.82.Gut	S13.84.Gut	S14.8.Gut	S14.7.Gut	S14.10.Gut	S14.9.Gut	S14.6.Gut	S15.106.Gut	S15.109.Gut	S15.108.Gut	S15.107.Gut	S15.110.Gut	S16.32.Gut	S16.35.Gut	S16.34.Gut	S16.31.Gut	S16.33.Gut	S17.88.Gut	S17.87.Gut	S17.89.Gut	S17.90.Gut	S17.86.Gut	S18.15.Gut	S18.14.Gut	S18.13.Gut	S18.11.Gut	S18.12.Gut	S19.38.Gut	S19.39.Gut	S19.37.Gut	S19.40.Gut	S19.36.Gut	S20.91.Gut	S20.93.Gut	S20.92.Gut	S20.94.Gut	S20.95.Gut	S21.59.Gut	S21.60.Gut	S21.56.Gut	S21.57.Gut	S21.58.Gut	S22.111.Gut	S22.113.Gut	S22.112.Gut	S22.115.Gut	S22.114.Gut	S23.45.Gut	S23.43.Gut	S23.42.Gut	S23.41.Gut	S23.44.Gut	S24.19.Gut	S24.18.Gut	S24.17.Gut	S24.20.Gut	S24.16.Gut	S25.117.Gut	S25.116.Gut	S25.118.Gut	S25.120.Gut	S25.119.Gut	S26.49.Gut	S26.47.Gut	S26.48.Gut	S26.50.Gut	S26.46.Gut	S27.97.Gut	S27.96.Gut	S27.100.Gut	S27.99.Gut	S27.98.Gut	S28.65.Gut	S28.64.Gut	S28.62.Gut	S28.61.Gut	S28.63.Gut	S29.23.Gut	S29.22.Gut	S29.24.Gut	S29.21.Gut	S29.25.Gut	S30.70.Gut	S30.68.Gut	S30.69.Gut	S30.66.Gut	S30.67.Gut	S31.122.Gut	S31.124.Gut	S31.125.Gut	S31.123.Gut	S31.121.Gut	S32.71.Gut	S32.73.Gut	S32.72.Gut	S32.75.Gut	S32.74.Gut
ko00072	10556.2	7850.85	11844.85	11208.62	10750.36	49841.34	67866	116858.68	72284.66	10763.83	14905.53	10490.49	15607.95	7519.45	9477.76	4938.69	8123.5	8328.86	6067.67	8687.3	15704.5	12154.67	8401.18	14556.55	7346.19	5812.41	6735.16	7376.62	9369.54	13531.37	8808.99	9348.19	10374.25	8271.2	8463.95	7506.56	6500.02	6844.45	7650.71	10430.53	9874.64	12054.51	9846.64	9096.54	9851.84	10872.65	11751.65	9561.66	8075.35	8178.57	8064.87	11968.51	7370.87	8561.51	11519.33	11012	10631.16	13566.68	11809.1	15965.47	10879.97	11771.94	11865.35	13023.5	9261.17	8082.01	9029	9276.19	7874.5	10354.98	13324	9374	9164.81	9000.09	11678	13863.5	10911.18	9204.32	11747.5	8575	12703.66	14557	8946.84	9052.48	8073.52	9838.15	7266.17	9418.86	11948.46	6738.32	10196.63	5883.03	14488.47	5815.02	4700.47	7525.61	7945.97	5570.52	9710.3	14196.89	6596.81	8146.21	5446.07	4981.82	11569.95	16537.18	34692.41	5622.03	18876.65	38292.74	8345.16	11456.89	8115.15	5369.19	5075.26	7944.18	9391.35	8689.65	19318.81	10037.74	11515.45	6495.1	7735.48	5415.19
ko05219	4374	3489	5366.75	5328.82	4650.14	11303.59	14086.57	23315.15	15364.91	1259.22	2941.39	4749.31	11038.24	2086.64	5257.7	2304.09	3817.93	5542.5	2351.04	4295.8	6179.4	5131.5	2966.04	5623.85	2546.71	905.09	3721.57	3280.52	4453.02	2560.18	1837.74	5468.51	3762.44	2444.84	3416.26	3436.48	2693.93	2309.02	2109.49	3898.51	4078.39	5292.41	4478.89	3678.52	4703.84	5242.75	5527	4525.41	3796	4051.82	3845.97	5779.81	3613.17	3955.46	4420.04	4871.79	4858.41	6010.47	5611.55	7575.47	4750.61	4444.28	5468.7	5974.39	3678.25	2331.5	3879.5	3089.21	3249.75	4882.38	6287	4315.68	4864.15	4233.52	5270.5	6292.5	5134.18	4114.61	5708.25	2771.5	5470.91	6105.75	3561.84	3529.34	2763.67	5117.97	3675.52	5124.84	6369.48	2761.57	4820.03	1905.07	4890.82	1585.87	973.76	1111.15	619.52	1407.91	8010.34	5279.77	1798.16	3208.61	1210.18	1658.97	3873.41	5407.85	12072.12	2307	6313.25	11626.27	2599.18	4007.02	4322.75	1406.68	1726.29	4316.12	2853.64	5377.48	4632.5	2967.2	4344.47	3467.43	1505.98	2661.48
ko05215	4936.84	3927.17	5716.42	5781.32	5370.14	12390.42	14630.41	23959.15	15677.74	6712.4	7493.06	6620.64	8357.75	4886.97	5605.04	2880.18	4080.93	5152.82	3965.05	4312.96	7461.9	5776.17	4026.04	7846.51	5706.71	5673.75	3919.74	4894.01	5448.7	8722.25	6141.15	4531.17	7345.27	5019.17	4251.6	4184.48	3249.27	3588.35	4517.49	4189.18	4743.89	5421.75	4728.39	4609.86	4811.17	5401.08	5601.33	4639.58	4040.67	4083.16	4039.14	5821.31	3574.83	4165.79	6959.87	5555.29	5275.58	7124.97	5780.55	7871.97	5188.11	5845.61	5680.2	6471.39	5488.42	6294.33	5052.5	5618.04	4553.75	5278.21	6756	4773.18	4466.15	4693.52	5458.5	6507.5	5358.18	4793.61	5778.25	4911.5	6216.58	7340.75	4820.67	4754.67	6396.17	6550.82	4010.84	6689.51	7656.15	4346.91	3517.2	3153.4	6938.99	4417.86	3182.76	4175.66	4005.02	4022.9	5130.51	8994.12	4308	5822.78	3712.35	3831.13	6841.74	9412.69	14067.33	3187.17	7498.29	17824.4	6140.5	8772.12	4496.08	3166.35	2980.44	5208.47	6461.81	4348.66	7482.66	6019.87	8935.95	4314.25	6525.49	3859.98
ko05211	4543.84	3769.67	5482.42	5166.16	4735.48	10134.25	14152.42	23288.82	15389.9	1815.57	3618.06	1040.96	1249.92	1696.13	1173.55	1164.52	3718.93	686.64	676.89	2160.79	6310.4	5178	2700.71	6143.34	1572.55	2209.76	1433.4	1154.17	2521.04	3790.73	3661.98	852.5	4420.6	2931.34	3416.6	2018.15	2225.93	2441.01	2660.5	3903.18	4093.89	5329.42	4088.39	3718.03	4686.5	5244.08	5458.33	4531.25	3994.67	3590.5	3788.81	5254.31	3337.49	3969.12	5080.37	5033.29	4857.25	6138.64	5618.55	7490.75	4700.22	4558.94	5371.2	6053.39	3828.92	3193	3931	3985.22	3537.75	5049.38	6495	4365.18	3721.65	4374.85	5215.5	6284.5	5129.85	4318.94	5691.25	3011	5482.25	6093.75	3578	3668.66	562	1334.67	818.83	1412.84	750.16	1086.25	368.2	1135.06	5218.33	773.85	858.59	2424.67	1813.53	1016.39	325.68	2090.96	1384.18	740.12	1607.53	544.95	3949.24	3900.02	11842.33	523.84	6745.95	7228.07	806.83	1621.95	979.08	877.35	650.93	1568.98	1604.31	874.17	4818.32	3003.54	615.76	605.25	331	254.81
ko05210	585.88	70.19	133.69	67.12	459	37	51	4	51	92.19	43	79.31	37.31	543	90.62	145.69	21	221	132.69	404	142	123.69	256	137.62	934.69	1624.74	788.5	587.31	838	2722.69	3988.31	782	924.31	828	306	215	252.69	159	599	14	76.5	30.19	43.5	140.5	59	58.31	50.31	79.5	421.69	175	144.5	166.5	64	59	869	356.5	197.5	226.5	160	108.5	57.5	198	102.5	196	93	139	25.5	50	14	88.31	372	51	40	129	50	78	160	354	31	263.5	104	72	226.5	171	312.69	517.69	714.31	1033.69	328.31	96	179.19	161.19	709.81	393	256.31	1024.19	1760	660	16	384.31	101.31	275.19	174.69	121.5	330.93	1079.31	946.08	133	739.81	2148.91	314.62	2223.89	261.31	963.9	48.31	251.38	945.69	347	262.19	137	262.69	333.24	91	84.69
ko01055	6478.84	7402.67	7561.42	9093.32	5489.98	12915.42	14799.58	24036.82	15766.07	7460.44	8186.23	8012.96	9044.58	5312.42	6272.87	3085.85	4285.43	5299.32	5147.05	4400.13	8117.9	6076	4162.71	8183.34	6243.72	5998.08	4131.23	5253.01	5670.2	9795.58	7421.15	4787.84	8161.84	5755.51	4603.6	4847.81	3567.6	4048.68	4837.5	7289.22	5604.89	11085.75	8190.39	7579.4	5127.17	5501.08	5949.33	4919.58	4290.67	4084.41	4079.77	5910.8	3587.47	4240.8	7392.2	5759.29	5344.58	7148.64	5845.55	8099.97	5597.9	6132.15	5913.83	6578.39	5717.09	6320.83	5156.5	5718.8	4663.75	5335.71	6860.25	4987.68	4547.57	4761.8	5558.5	6803.5	5463.85	5049.94	5798.25	5960.5	6976.58	7641.75	5257.67	5021.33	7500.17	6726.15	4854.84	7162.18	7890.48	5638.91	5824.45	4211.9	7298.99	5995.36	4411.09	4360	4749.03	4593.9	5930.76	10713.44	5903.67	6916.12	4582.03	5338.79	8597.65	10350.35	15147.2	4426.59	7926.96	19010.93	6453.17	9228.77	4760.33	4186.62	3429.48	5520.47	6675.81	4865.33	8281.03	8823.45	10164.51	5077.25	6533.49	5149.23
ko04910	12779.68	15065.84	15027.84	18449.64	10717.26	33346.34	42224.49	71093.12	44547.38	13218.23	17274.59	11946.51	17241.85	9429.44	10623.97	5854.46	8046.29	9562.78	6856.82	8808.46	14675.95	11503.17	8119.04	15515.2	10943.47	10410.53	8162.71	10093.53	10487.85	16872.06	9511.95	9208.84	18061.8	9225.68	8457.21	7847.7	6750.46	7649.46	8572.73	15032.07	11289.42	22072.5	16281.42	15003.28	10247.84	11028.66	12013.66	9831.16	8441.34	8457.32	8305.97	11838.17	7316.29	8677.46	13605.2	11120.37	10616.66	14366.33	11638.1	15776.66	10576.95	11945.78	11637.73	12930.92	11197.17	14258.5	10294.5	12188.64	9935.5	11289.42	13501.5	9761.79	9148.14	9801.01	11104	13531.5	10797.46	9295.91	11608.5	9706.5	13405.66	13848	9505.34	9136.5	11730.17	12687.48	8427.18	13354.85	15621.47	7577.32	8643.18	6514.44	14066.98	7271.57	5215.2	7919.16	6811.32	6769.44	9693.95	16553.62	7597.1	10754.26	6704.31	5958.71	14217.81	16965.39	29019.74	5562.68	17756.82	41313.53	11951.17	16635.07	9118.66	5498.9	5917.2	9455.58	13704.76	8282.65	18536.18	10111.03	16896.83	7391.43	7659.48	6261.35
ko00531	7436.5	6423	9703.5	9792.32	9045.82	3747.84	2497.66	349.49	2662.57	3601.84	4827.64	6523.02	12099.96	4176.93	5952.86	3544.43	7149.43	8046.5	2957.04	6207.39	12228.65	7480.66	4347.13	12503.01	5385.89	5579.84	4537.89	4116.68	6066.43	5299.09	5142.99	6053.85	5644.61	4876.02	6293.17	5360.73	4379.75	4936.93	5755.76	5186.14	6434.64	8539.16	7264.64	5843.65	8614.34	8453.5	9776	8131.16	7263	6661.32	6969.59	9350.07	6131.53	6495.7	8111.79	9161.29	9215.16	11805.56	10863.1	14772.72	8814.32	7930.99	10259.57	11068.64	6733.5	5397.34	6357	8518.57	6040.5	9486.44	12133.5	7973.93	8095.47	8087.23	8437	10907	9311.27	7746.02	9548.5	4685	9577.16	10322.5	5394.34	6421.66	3279.67	6723.47	5406.02	5997.34	7229.98	3680.82	7108.28	2719.32	6393.32	2843.87	2050.17	5977.99	2173.79	3993.66	8369.09	7746.66	2570.25	4269.04	3228.29	2833.29	7616.32	8791.51	15830.67	2372.16	8962.93	13592.02	3212.02	5344.77	4954	2025.93	2385.58	7481.12	3126.64	6922.98	5773.96	6035.74	4816.33	4340.43	1546.98	3274.48
ko00360	42749.26	39499.88	49925.63	53097.93	43683.5	160637.03	219452.78	373333.29	231766.6	30605.69	40965.41	38205.44	63277.32	26928.64	36045.56	19352.03	31612.09	34468.44	21979.68	33866.92	56494.45	44434.04	27572.11	58320.51	28559.59	26756.04	27723.43	28323.3	37526.31	43415.43	38781.85	36434.04	45789.24	29750.71	31442.87	29002.29	25084.94	24054.96	26921.29	48826.93	38605.2	60994.85	46661.2	41311.93	39455.53	42977.12	46364.62	37726.97	32945.38	32529.94	31979.2	46776.91	28913.79	33857.49	46406.74	43219.27	41508.47	52564.7	46740.7	62539.54	43041.93	44320.26	46586.49	50562.07	34256.53	29615.81	33967.5	35123.5	30297	42085.8	53515.5	36642.59	36560.44	35890.85	43436.25	52150	42452.93	36216.09	46172	31039.25	49362.72	53221.25	33110.03	32708.35	27690.05	37351.06	28548.21	39712.94	42212	25031.44	29036.4	20511.76	49045.56	21639.64	16307.44	23257.66	21442.31	19600.41	41257	51830.36	24496.96	28523.74	19423.33	19580.15	45259.69	54720.76	114984.9	19865.1	65244.2	112079.94	25371.14	39810.9	29604.12	17991.62	16049.74	32528.99	30681.2	32201.44	56745.93	38554.56	38288.56	25574.57	19964.91	21043.73
ko00633	10325.86	7295.18	11595.68	10895.28	14494.14	67772.18	95597.14	162773.15	97834.25	8818.96	9551.22	15933.86	25135.87	8726.8	14297.98	6407.68	10203.43	13701.36	9511.54	12895.55	14548.65	11527.68	6976.79	22726.78	8438.39	7722.6	9566.07	9845.17	12604.46	8624.56	11670.4	14045.68	18066.4	8050.68	8849.11	10595.1	8835.69	6528.48	7156.75	10653.04	9901.56	10789.5	9158.56	8086.26	9852.68	10777.82	11742.32	9347.32	7936.68	8809.64	8026.56	12685.24	7760.32	8807.16	12718.79	11648.79	11522.32	13678.72	13026.7	17634.73	14455.2	13128.4	15165.3	14080.14	8447.5	5749	8300.5	8891.63	7341.5	12497.72	15226.5	10124.93	11898.6	9537.75	11371.5	13362	10784.93	9529.86	11687.5	9363	13128.32	13621	8952.18	8353.68	9927.68	13729.96	10849.36	13976.36	14357.28	11068.14	12106.3	8040.18	12098.46	9242.89	6666.34	5451.71	5615.06	6673.18	18823.17	20038.3	10840.21	11180.54	6794.61	9265.65	15889.28	20645.17	32682.09	9201.02	21440.47	32803.8	6579	10503.39	11361.32	7087.89	5514.43	12795.96	8218.82	14082.96	16515.94	18036.69	13200.59	10653.21	3379.96	9878.5
ko00630	86797.52	78115.76	98828.26	103776.77	90597.58	383156.48	530775.5	909376.56	559420.85	63467.02	98952.48	75510.66	132550.99	54919.01	74460.99	41048.16	65119.17	72965.58	41535.48	73208.72	116570.6	93870.55	60405.47	121732.15	60259.14	54820.31	59888.94	61022.12	80447.68	101132.07	78949.32	81213.41	117787	60781.65	65571.83	57993.07	54049.52	49866.13	56578.47	96973.77	81226.45	123635.78	93721.95	85934.26	77400.23	87634.49	92901.24	74510.02	64653.76	66436.79	63332.62	95057.23	57985.82	68343.68	91035.71	86011.51	83177.02	104499.14	92727.75	123335.08	86570.29	88168.88	96513.74	100942.66	67423.8	61175.16	68737.5	73991.51	61022.25	83831.24	105905.75	72029.92	74229.52	70430.74	89331.75	104931	84070.13	72572.63	92828.75	63755.25	98447.27	108642	68751.73	65734.81	53456.73	77256.32	59267.93	81988.04	89458.5	48664.29	63614.54	42888.13	106988.78	40244.84	29794.18	52846.28	51108.52	39359.6	85344.92	106476.91	46982.18	57634.77	39072.02	35104.05	91544.31	122943.12	254056.51	39648.77	156764.41	270934.85	51413.15	84445.76	63466.24	35464.95	33369.49	69072.99	68515.42	65405.36	137432.99	69790.17	76554.96	53023.63	62174.81	38280.4
ko00363	5417	6645.5	6304.5	8405.41	2736.14	20556.42	26849.41	47172.15	27701.24	8131.56	5684.89	7951.98	8301.85	4785.47	5579.88	2344.01	2984.43	5221.82	4981.88	2725.71	5187.4	2712	2053.04	3430.85	5193.54	4692.6	2880.74	4535.68	3717.03	6994.08	5621.32	4562.17	10181.94	4729.67	3339.93	4110.65	2303.43	3262.35	3867.99	6016.01	4208.39	8869.58	6797.89	5774.19	4146.67	3295.25	4486	3921.58	3492	2657.66	3224.64	3741.31	2572.83	2851.29	4949.54	4233.79	3796.08	5519.97	4399.25	6714.69	4435.5	5456.11	3594.7	4869.14	4971.25	5697	3686	5006.71	3726.75	3877.08	5055	4003.68	3067.26	3945.02	3481.25	4979.5	4318.18	3703.36	3898.25	4270.25	5379.83	5742.5	3341.67	3726.67	7215.5	6290.32	4677.01	5759.67	7064.99	4547.41	5604.53	3550.73	3044.66	5588.86	4197.43	3280.66	3952.02	4356.4	5735.01	10013.29	5472.17	6699.11	3676.68	5016.13	7260.75	9173.69	6287.98	4197.84	3432.14	12159.74	6030.34	7581.45	4558.75	3691.32	3138.28	4484.13	5166.14	4435.49	5069.66	8221.87	9545.78	4686.43	5943.49	5084.81
ko00364	208.84	331.67	109.67	270.66	900.14	17102	26047.5	46442.15	26748.57	532.19	335.48	204.27	2131.53	1056.39	215.22	482.6	107.43	219.14	129.39	925.31	290.15	262.67	419.29	735.94	1068.38	756.84	561.57	656.84	649.2	3769.4	4683.98	2192.66	4456.7	1084	691.35	459.8	469.3	490.72	685.91	5166.94	572.28	19.67	26.28	324.57	122	99.33	63.33	152	435.67	438	415.47	511.49	266.97	743.44	580.95	448.29	446	486.72	395	384.44	1242.53	1225.47	813.11	214.14	323.34	1249.66	203	1891.37	530	699.97	521	315.43	101	419.17	225	285	314.43	540.86	95	252	188	177	376	235	346.33	245.67	502.33	734.01	418.99	313	205.95	309.81	552.33	584.85	315.02	1045.84	1507.27	581.64	369.43	420.39	290.76	419.53	231.1	157.79	864.99	1372.02	2205.11	799.2	532.18	1217.85	319.66	2277.1	439.33	638.43	846.23	278.48	571.81	562.34	3770.93	353.29	416.1	292.75	56	37.81
ko04115	585.88	70.19	133.69	67.12	459	37	51	4	51	92.19	43	79.31	37.31	543	90.62	145.69	21	221	132.69	404	142	123.69	256	137.62	934.69	1624.74	788.5	587.31	838	2722.69	3988.31	782	924.31	828	306	215	252.69	159	599	14	76.5	30.19	43.5	140.5	59	58.31	50.31	79.5	421.69	175	144.5	166.5	64	59	869	356.5	197.5	226.5	160	108.5	57.5	198	102.5	196	93	139	25.5	50	14	88.31	372	51	40	129	50	78	160	354	31	263.5	104	72	226.5	171	312.69	517.69	714.31	1033.69	328.31	96	179.19	161.19	709.81	393	256.31	1024.19	1760	660	16	384.31	101.31	275.19	174.69	121.5	330.93	1079.31	946.08	133	739.81	2148.91	314.62	2223.89	261.31	963.9	48.31	251.38	945.69	347	262.19	137	262.69	333.24	91	84.69
ko00121	259	134	136	117	120	500	237	40	56	2371.5	891.5	1189.5	401.9	667	443.5	573	960	1141	565	457	606	297	266	547.5	1010	2076.5	465	697	660.5	1289.5	838	406	958.5	396	455	456	238	546	994	215	240	34	22	192	53	51	47	16	38	5	9	3	14	88	208	243	168	381	181.3	546	646	1151	697	444	94	323	20	945	184	196.3	276	69	229.57	131	42	477	95	193	47	364	256	101	66	189	411	381	609	438.5	474	116	2242	701.5	291	403.5	492	1228	530	815.5	151.5	1713	516	486	619	402	159	2584	354	217	158.38	1628	135	67	304	272	198.5	1077	126	741.5	634	618.58	142.22	378	8	266.5
ko04914	4936.84	3927.17	5716.42	5781.32	5370.14	12390.42	14630.41	23959.15	15677.74	6712.4	7493.06	6620.64	8357.75	4886.97	5605.04	2880.18	4080.93	5152.82	3965.05	4312.96	7461.9	5776.17	4026.04	7846.51	5706.71	5673.75	3919.74	4894.01	5448.7	8722.25	6141.15	4531.17	7345.27	5019.17	4251.6	4184.48	3249.27	3588.35	4517.49	4189.18	4743.89	5421.75	4728.39	4609.86	4811.17	5401.08	5601.33	4639.58	4040.67	4083.16	4039.14	5821.31	3574.83	4165.79	6959.87	5555.29	5275.58	7124.97	5780.55	7871.97	5188.11	5845.61	5680.2	6471.39	5488.42	6294.33	5052.5	5618.04	4553.75	5278.21	6756	4773.18	4466.15	4693.52	5458.5	6507.5	5358.18	4793.61	5778.25	4911.5	6216.58	7340.75	4820.67	4754.67	6396.17	6550.82	4010.84	6689.51	7656.15	4346.91	3517.2	3153.4	6938.99	4417.86	3182.76	4175.66	4005.02	4022.9	5130.51	8994.12	4308	5822.78	3712.35	3831.13	6841.74	9412.69	14067.33	3187.17	7498.29	17824.4	6140.5	8772.12	4496.08	3166.35	2980.44	5208.47	6461.81	4348.66	7482.66	6019.87	8935.95	4314.25	6525.49	3859.98
ko00430	31334.2	32983.35	38281.1	43198.51	30152.72	51605.52	59980.47	95715.76	65079.36	23575.48	34864.88	27196.9	43882.45	21360.76	25866.01	13437.74	23192.65	23429.28	15481.91	22739.31	39664.75	32131.34	20130.96	41292.04	21735.91	16794.66	18088.34	20991.88	23414.06	32108.34	26361.67	23170.03	30356.59	22844.04	22794.4	20169.15	17261.66	18013.66	19518.9	30021.73	28186.2	47917.83	36906.2	33197.46	29129.52	32092.65	33792.65	27893.98	24464.35	23299.21	23285.28	33140.3	20823.99	23939.87	33668.27	30570.45	30186.48	39558.61	34047.3	46106.82	29207.44	29446.47	33020	36545.45	28325.68	28416.83	27668	24751.16	23997.5	30574.61	38955.75	26728.65	26045.83	26737.09	30909.25	38502	31260.66	26233.04	34222.5	22583.75	35444.23	38038.75	24707.52	24234	25226.35	30551.09	19125.21	29772.55	37389.41	18429.96	25473.5	13758.59	32684.11	15658.81	10712.37	15809.81	12372.38	14132.76	27332.88	35144.79	15843.75	23932.17	14670.04	12934.47	34697.18	39501.09	74462.24	13121.76	40579.25	87858.75	26503.85	40298.77	22216.9	12210.94	12922.88	23122.34	28843.05	23369.12	35616.81	25644.22	37811.32	17617.75	16326.94	14947.07
ko02010	602313.78	618622.14	730662.89	815168.53	576449.6	1984499.22	2654559.26	4506512.45	2773491.37	524219.64	701190.85	593277.42	911029.25	417630.35	517286.94	277531.77	456657.15	475865.08	349140.3	437848.38	735299.75	571818.94	361085.65	779739.63	424889.67	347791.93	357378.37	410153.65	456702.38	653789.69	598880.33	473633.08	824993.25	466748.12	439079.94	418619.12	339331.76	360346.25	399283.01	727524.53	543821.98	880048.92	681187.98	600544.62	555412.22	583044.36	647193.36	529394.78	471285.64	438551.31	450460.75	625799.71	398659.65	467398.41	637068.8	596203.95	575581.28	754162.8	654688.5	895053.56	597453.56	625803.66	644852.17	707728.95	527688.15	509219.05	494817.5	553406.7	453725.5	600561.55	758225.5	523571.65	499242.34	521593.82	576725.75	724791	596123.35	508960.85	631499.5	468039.75	684837.03	738748.25	460467.72	464431.32	478329.3	558806.45	386072.02	533474.01	655061.55	380885.56	447842.04	308519.78	580214.92	363426.41	269165.92	307931.62	278235.95	298141.36	553139.93	767645.04	392420.05	480433.84	305040.09	311591.99	673683.08	779480.88	1308126.29	317984.6	877210.15	1667403.49	459181.36	695620.91	426904.36	272477.63	279528.48	457169.32	509898.34	457647.49	898103.02	601873.07	702038.13	376309.09	362820.84	339847.81
ko00130	80237.94	65936.72	96958.22	95410.94	87540.04	192922.06	253947.39	419669.71	275472.31	29141.61	54929.08	53485.09	111288.17	39677.12	58576.89	32070.66	68772.74	57219.26	28901.06	60661.51	112575.2	91225.71	50561.73	104471.42	37803.99	29606.22	46041.77	41932.04	63520.16	53230.9	55816.79	62426.07	71648.39	50149.58	63694.87	51759.93	45657.78	42564	44192.35	72950.87	72841.38	93424.66	75780.38	66175.4	84314.56	92876.28	98609.28	81081.44	70056.72	69876.63	69827.6	99636.6	62664.99	71267.63	86416.52	90379.72	88668.94	110401.47	102148.9	137529.17	87082.53	82794.53	99739.32	108764.02	68604.2	53667.31	69865.5	66081.01	62458.5	91679.86	115892.25	79108.74	77820.48	78869.18	93388	113996.5	93062.25	75638.47	101200.5	51645.5	98323.94	109960	64321.06	64222.54	31525.22	58716.78	41442.96	62038.48	67390.9	36655.88	63752.79	31006.36	89095.16	25459.98	18277.01	30516.31	24165.82	22412.2	76353.07	69061.46	31250.35	37525.22	26598.5	22354.32	73482.55	89545.83	213511.57	27852.15	114652.93	173248.1	31967.19	51806.97	48310.03	22650.37	22485.68	53679.78	40233.74	59832.02	85207.3	59156.45	47379.36	38665.36	22422.32	27734.55
ko00361	391.84	524.67	226.67	373.66	962.98	17225	26126.17	46472.82	26787.9	711.53	874.65	390.89	1480.86	1136.24	335.05	580.52	139.93	394.14	208.89	1112.98	477.15	359	623.96	1110.77	1474.38	1138.17	679.57	801.83	860.2	5047.48	6691.73	2479.33	5332.57	1566.84	828.91	501.13	575.63	604.05	907.92	2953.13	624.28	30.67	38.28	441.76	134	99.33	71.33	206	628.67	438	390.95	457.53	230.41	488.4	664.28	485.29	510	534.39	461	499.66	856.26	779.31	752.59	233.14	390.01	1571.66	238	1822.38	589	648.32	683	354.43	173.34	443.7	299	514	415.1	738.19	117	432	242	193	484	336.66	476.33	286	672.33	983.68	605.32	430	2165.95	593.81	774.33	647.85	471.03	1599.19	2011.28	797.64	481.43	884.71	329.43	588.87	450.78	306.45	1014.16	1831.2	2718.09	779.52	879.83	2208.98	339.33	3383.7	559.33	788.13	628.72	383.48	706.81	619.01	2654.1	673.29	508.6	471.25	84	56.06
ko00040	44345.86	53390.18	54887.68	66025.28	35243.96	250885.18	361434.86	631185.42	373216.22	45005.48	61011.52	39828.9	54590.07	30320.83	30624.28	19897.46	30979.24	30293.74	24329.28	25456.36	51773.7	38125.46	24962.94	53693.59	37301.53	37006.68	21407.69	27682.95	28439.13	65430	38952.2	28076.32	108305.11	34776.62	30777.68	26211.17	22300.26	28386.31	33712.68	70838.46	41959.28	75826	55703.28	51085.37	37767.18	38954.82	43582.32	36109.32	31889.68	27688.89	30183.43	40022.25	26218.43	32569.15	44337.68	39828.72	37806.82	52233.68	43019.8	60272.77	42922.6	44605.97	43359.17	47017.52	38551.04	43575.18	35058.5	54276.16	33186	40475.34	49599	35150.74	30228.43	35320.9	37707	49622.5	39783.46	35290.26	41885	37378.5	46645.82	49941.5	32018.68	32676.74	35950.1	36881	26426.86	33062.4	41077.74	25172.14	21955.8	21018.56	38664.96	28192.34	21323.14	33103.18	26712.75	26576.06	23615.1	54295.94	27718.74	35514.1	26427.8	23391.14	51845.43	58527.18	83974.7	23746.18	61192.22	122857.48	35508.22	48269.4	24927.32	19654.5	24996.77	30547.84	38727.7	21594.5	85562.98	44403.6	50712.36	23151.52	32832.46	22213.88
ko00730	57438.56	57067.03	66545.78	73673.63	53161.88	138448.53	171462.47	284418.98	184207.91	56331.07	62777.15	56855.92	74617.48	42289.58	49190.57	26033.12	40786.09	43413.94	34988.83	40209.21	76396.95	59965	39019.3	73173.03	46375.45	45116.78	33269.72	40616.61	49459.27	77314.14	56921.95	41115.05	70930.41	47491.09	41637.18	39165.12	30953.89	34156.8	40211.54	57798.18	50836.18	84199.5	64299.18	58951.35	50284.53	56157.97	57668.97	48267.97	41755.03	41232.44	40713.82	59212.21	36351.58	42812.23	64863.58	54844.77	52386.47	68880.39	57903.5	78600.27	52030.43	57430.81	57069.53	64593.57	51152.69	52510.84	48799	50582.77	43644.5	52839.55	67538.75	47746.09	44634.78	46717.99	56163.25	68375	54578.12	47652.9	59535.5	45046.75	64853.22	74316.75	46768.53	45962.97	50951.02	53791.73	36526.56	55615.25	63251.69	37870.94	41162.14	28961.41	65663.41	37582.14	28172.94	32509.56	37462.17	31785.41	46310.17	77245.45	37994.5	48097.77	31709.24	32179.27	65003.47	81190.75	143741.47	28918.64	64986.8	148866.13	48100.53	70182.3	38017.22	27742.47	25352.71	43577.79	50030.85	39114.1	64756.52	58310.95	70394.79	37099.97	61529.91	32633.88
